Date,SGIXSENT,IND1CUE1,IND1CEE1,IND1BTY,IND1CER1,IND1BJB,IND1BARC,SGXQIN01,EWH UP,EWJ UP
2005-12-13,141.28,1085.399,1987.595,3069.124,712.646,2196.381,181.0479,0.51,N/A,53
2005-12-14,142.41,1089.648,1977.356,3085.046,714.285,2203.141,182.8502,0.52,N/A,52.68
2005-12-15,143.16,1086.036,1979.772,3083.277,714.428,2208.775,185.1729,0.56,N/A,52.4
2005-12-16,143.37,1083.061,2001.148,3088.142,716,2203.785,185.2067,0.62,N/A,53.16
2005-12-19,143.19,1077.324,2001.148,3088.142,716.931,2201.532,184.8102,0.52,N/A,53
2005-12-20,143.13,1077.749,2004.494,3084.603,716.142,2202.336,184.7805,0.52,N/A,53.48
2005-12-21,142.9,1079.449,2018.249,3080.181,713.492,2198.795,184.6435,0.61,N/A,54.28
2005-12-22,143.62,1084.124,2019.55,3090.795,714.634,2197.991,187.1765,0.6,N/A,54.72
2005-12-23,143.62,1084.974,2026.056,3103.179,717.921,N/A,188.2281,0.61,N/A,54.56
2005-12-27,144.68,1074.349,2036.651,3109.813,717.131,2207.809,190.4074,0.48,N/A,53.36
2005-12-28,144.66,1075.412,2037.022,3102.736,719.139,2203.946,190.4055,0.48,N/A,54.36
2005-12-29,144.7,1070.949,2040.182,3102.736,717.845,2205.716,191.086,0.47,N/A,54.36
2005-12-30,144.67,1066.487,2021.595,3097.871,718.922,2210.867,191.3029,0.4,N/A,54.08
2006-01-03,144.67,1083.486,2038.509,3104.948,717.41,N/A,192.1484,0.6,N/A,55.72
2006-01-04,145.68,1088.373,2061.93,3108.486,721.284,2217.788,192.4464,0.47,N/A,56.36
2006-01-05,145.82,1089.011,2059.513,3108.486,721.645,2222.134,192.989,0.53,N/A,55.96
2006-01-06,145.89,1097.935,2065.647,3103.179,722.511,2220.363,192.9913,0.59,N/A,56.72
2006-01-09,145.89,1100.698,2069.922,3103.179,722.583,N/A,193.5529,0.66,N/A,57
2006-01-10,145.81,1101.548,2052.822,3093.006,720.632,2223.099,193.8216,0.6,N/A,56
2006-01-11,145.7,1104.735,2064.346,3086.372,719.479,2216.983,194.0781,0.6,N/A,56.64
2006-01-12,145.92,1099.423,2069.365,3096.102,721.853,2219.719,194.198,0.49,N/A,56.2
2006-01-13,145.96,1098.785,2047.246,3108.044,721.925,2219.236,194.1338,0.61,N/A,56.2
2006-01-17,145.97,1096.023,2038.138,3110.697,722.43,2223.743,194.3831,0.53,N/A,54.48
2006-01-18,145.8,1091.136,2017.505,3108.044,721.707,2223.743,194.6218,0.5,N/A,52.84
2006-01-19,145.52,1094.961,2026.613,3100.525,716.872,2216.822,194.6708,0.53,N/A,54.32
2006-01-20,145.15,1074.987,1996.873,3102.736,715.08,2216.983,194.6162,0.6,N/A,52.76
2006-01-23,145.28,1078.811,1995.758,3104.063,714.079,2222.134,194.9391,0.56,N/A,53.68
2006-01-24,145.26,1079.874,1990.739,3098.756,714.793,2221.49,194.9171,0.6,N/A,54.52
2006-01-25,144.98,1080.299,2024.383,3081.508,710.933,2219.236,195.0538,0.67,N/A,54.08
2006-01-26,144.89,1086.036,2068.064,3073.547,707.591,2210.545,195.4961,0.69,N/A,55.32
2006-01-27,145.13,1095.811,2106.912,3076.643,707.308,2205.877,195.6478,0.74,N/A,56.4
2006-01-30,145.03,1095.173,2108.771,3071.778,708.369,2203.463,195.4483,0.7,N/A,56.2
2006-01-31,145.09,1090.923,2117.693,3070.451,708.794,2201.854,196.0686,0.65,N/A,56.24
2006-02-01,145,1094.111,2133.864,3063.375,705.392,2203.946,196.6302,0.76,N/A,55.92
2006-02-02,144.73,1081.149,2105.425,3063.375,705.181,2200.727,196.9987,0.71,N/A,55.08
2006-02-03,144.74,1075.624,2106.912,3066.913,707.719,2195.576,196.7729,0.68,N/A,55.44
2006-02-06,145.06,1078.386,2111.931,3065.586,707.578,2198.795,198.0256,0.6,N/A,55.4
2006-02-07,144.99,1068.824,2115.091,3062.932,705.667,2195.898,199.8821,0.47,N/A,55.04
2006-02-08,145.02,1077.961,2112.302,3057.625,707.008,2195.255,199.6213,0.48,N/A,54.76
2006-02-09,145.27,1075.836,2138.511,3059.836,708.493,2197.186,199.4152,0.42,N/A,54.6
2006-02-10,144.94,1077.961,2126.615,3053.202,709.697,2186.241,199.3877,0.43,N/A,54.2
2006-02-13,144.89,1075.836,2143.344,3054.087,706.787,2192.518,199.3856,0.29,N/A,53.16
2006-02-14,145.38,1086.461,2147.061,3049.222,708.06,2187.046,199.9647,0.36,N/A,54.4
2006-02-15,145.4,1089.861,2147.805,3049.664,707.564,2188.816,200.101,0.4,N/A,53.76
2006-02-16,145.77,1097.935,2155.612,3051.876,707.069,2193.806,200.4583,0.6,N/A,54.28
2006-02-17,145.72,1095.598,2158.772,3061.163,710.109,2196.703,200.4128,0.61,N/A,53.2
2006-02-21,145.69,1092.411,2160.444,3056.298,710.89,2202.336,200.0932,0.61,N/A,53.24
2006-02-22,146.23,1098.36,2181.263,3062.048,712.454,2200.083,201.0423,0.74,N/A,53.68
2006-02-23,146.23,1096.661,2182.378,3053.089,709.034,2193.484,201.6198,0.61,N/A,54.2
2006-02-24,146.29,1098.998,2183.307,3052.204,708.254,2183.505,201.1623,0.64,N/A,55.28
2006-02-27,146.69,1099.848,2201.337,3048.33,705.775,2186.885,202.2127,0.6,N/A,55.96
2006-02-28,145.9,1090.073,2157.656,3058.958,708.457,2188.977,202.557,0.54,N/A,55.16
2006-03-01,146.44,1098.148,2183.493,3053.644,706.615,2186.885,202.4451,0.61,N/A,55.64
2006-03-02,145.79,1097.723,2149.478,3043.902,702.517,2185.919,202.4104,0.72,N/A,54.88
2006-03-03,145.16,1093.473,2130.147,3035.931,701.252,2189.299,202.3701,0.83,N/A,54.08
2006-03-06,144.99,1087.523,2139.998,3027.075,702.444,2185.71,202.6408,0.6,N/A,53.72
2006-03-07,144.45,1085.824,2138.511,3027.961,701.092,2183.851,202.2199,0.59,N/A,53.2
2006-03-08,144.19,1087.523,2113.232,3028.846,698.779,2190.979,202.3531,0.5,N/A,53.4
2006-03-09,144.38,1081.149,2130.332,3030.618,698.499,2192.277,202.5756,0.46,N/A,54.08
2006-03-10,144.99,1090.48,2156.727,3027.518,695.845,2185.134,202.9943,0.64,N/A,54.72
2006-03-13,144.97,1092.702,2176.304,3024.418,695.636,2176.53,202.4614,0.66,N/A,55.28
2006-03-14,145.7,1103.687,2181.584,3039.917,698.071,2178.641,201.8283,0.69,N/A,55.76
2006-03-15,145.29,1108.325,2193.188,3035.489,697.024,2172.147,201.3166,0.7,N/A,55.72
2006-03-16,146.03,1110.433,2192.265,3052.758,698.209,2175.881,201.8016,0.73,N/A,55.2
2006-03-17,145.94,1111.066,2184.326,3048.773,695.974,2176.206,202.5967,0.65,N/A,55.96
2006-03-20,146.36,1109.379,2193.558,3052.758,697.993,2171.822,203.3976,0.61,N/A,56.64
2006-03-21,146.36,1102.633,2195.219,3039.917,696.876,N/A,204.27,0.59,N/A,55.84
2006-03-22,146.57,1108.536,2207.405,3040.802,698.827,2170.848,204.8826,0.64,N/A,56.72
2006-03-23,146.09,1106.217,2211.097,3033.274,697.36,2173.608,204.0328,0.76,N/A,55.68
2006-03-24,146.55,1107.06,2218.482,3047.002,699.173,2171.173,203.8451,0.76,N/A,56.24
2006-03-27,146.56,1105.584,2197.066,3042.131,699.522,2177.18,204.0692,0.84,N/A,56.48
2006-03-28,145.31,1098.416,2188.573,3027.075,693.506,2175.231,203.8671,0.6,N/A,55.76
2006-03-29,145.01,1104.741,2197.435,3022.204,692.258,2161.595,204.3281,0.76,N/A,57.36
2006-03-30,145.15,1102.633,2224.206,3013.791,691.704,2163.705,204.8852,0.67,N/A,57.88
2006-03-31,145.48,1099.049,2216.082,3016.005,691.773,2166.627,206.12,0.74,N/A,57.52
2006-04-03,144.99,1101.157,2238.422,3011.134,688.453,2155.913,206.216,0.67,N/A,58.6
2006-04-04,145.18,1108.747,2232.699,3012.019,687.351,2159.647,206.6102,0.68,N/A,58.56
2006-04-05,145.28,1112.331,2238.791,3019.547,686.664,2161.433,206.0071,0.68,N/A,58.76
2006-04-06,144.56,1111.066,2238.791,3011.577,685.085,2152.828,205.2637,0.6,N/A,59.12
2006-04-07,144.1,1099.681,2210.728,3000.063,684.811,2150.88,206.3694,0.63,N/A,58.68
2006-04-10,144.33,1100.946,2228.083,3000.506,684.331,2152.341,206.5727,0.66,N/A,59
2006-04-11,143.94,1091.248,2192.265,3006.263,685.7,2152.341,206.9825,0.61,N/A,58.24
2006-04-12,143.72,1092.513,2189.127,2997.407,685.22,2152.341,207.2063,0.66,N/A,57.88
2006-04-13,143.4,1091.459,2195.035,2988.107,680.903,2148.283,207.3402,0.67,N/A,57.92
2006-04-17,143.4,1090.405,N/A,2993.864,N/A,2145.361,207.7479,0.7,N/A,57.32
2006-04-18,144.34,1107.693,2189.496,3002.72,680.835,2143.737,207.8889,0.75,N/A,59.04
2006-04-19,145.01,1109.168,2222.729,2996.078,681.175,2152.666,208.2953,0.68,N/A,59.2
2006-04-20,145.53,1110.644,2247.284,2994.307,682.47,2150.231,208.771,0.6,N/A,58.68
2006-04-21,145.88,1110.644,2261.131,2996.521,681.651,2152.504,209.022,0.67,N/A,59.12
2006-04-24,145.71,1108.536,2254.115,3001.392,681.923,2156.238,209.5678,0.59,N/A,58.76
2006-04-25,145.33,1104.319,2254.485,2986.779,678.582,2153.802,209.8739,0.6,N/A,58.92
2006-04-26,145.44,1103.898,2264.27,2980.137,678.853,2148.121,209.7096,0.66,N/A,59.4
2006-04-27,145.33,1108.958,2248.392,2988.107,679.261,2142.601,209.6564,0.55,N/A,59.32
2006-04-28,145.3,1109.801,2225.683,2992.978,680.823,2152.666,210.174,0.63,N/A,59.28
2006-05-01,145.3,1103.265,N/A,2980.58,N/A,2161.433,210.5125,0.59,N/A,59.32
2006-05-02,145.71,1111.487,2241.561,2983.679,679.802,2154.939,210.5853,0.59,N/A,60.36
2006-05-03,145.71,1106.638,2214.051,2977.037,678.442,N/A,211.0686,0.5,N/A,60.24
2006-05-04,145.71,1110.644,2236.391,2975.709,676.746,N/A,210.9762,0.54,N/A,60.68
2006-05-05,145.71,1120.764,2263.347,2984.122,678.844,N/A,211.5375,0.59,N/A,61.6
2006-05-08,146.51,1119.288,2267.039,2981.908,678.097,2148.445,211.603,0.57,N/A,61.88
2006-05-09,146.68,1120.975,2273.686,2981.465,677.623,2146.497,212.4785,0.51,N/A,62.08
2006-05-10,146.38,1119.71,2266.67,2980.137,679.249,2137.244,212.64,0.63,N/A,61.48
2006-05-11,145.34,1106.217,2240.638,2976.152,675.717,2139.679,212.2287,0.28,N/A,60
2006-05-12,144.08,1091.459,2191.158,2968.181,675.582,2138.705,212.2967,0.3,N/A,59.4
2006-05-15,144.06,1093.989,2168.633,2974.823,678.757,2139.517,212.9504,0.23,N/A,60
2006-05-16,144.28,1092.091,2167.341,2984.122,681.2,2145.361,213.5295,0.17,N/A,59.2
2006-05-17,142.76,1070.165,2093.859,2977.037,676.364,2152.179,213.9502,0.16,N/A,57.48
2006-05-18,142.98,1065.105,2096.444,2991.207,681.098,2147.796,213.5711,0.14,N/A,57.44
2006-05-19,143.21,1071.641,2099.213,2992.978,682.733,2153.478,212.8005,0.14,N/A,57.92
2006-05-22,143.24,1064.262,2046.41,2996.964,686.283,2165.491,212.2761,0.21,N/A,56.52
2006-05-23,143.38,1056.25,2095.89,2991.65,685.391,2171.822,212.145,0.09,N/A,55.92
2006-05-24,143.44,1063.503,2068.196,2997.407,688.133,2168.088,211.7101,0.2,N/A,55.76
2006-05-25,143.75,1076.068,2108.814,2989.764,689.234,2164.03,212.0431,0.25,N/A,56.44
2006-05-26,144.19,1081.761,2138.723,2993.532,688.613,2165.978,212.6023,0.39,N/A,57.08
2006-05-30,143.04,1062.575,2072.996,2987.324,685.585,2165.166,212.4218,0.29,N/A,55.44
2006-05-31,143.33,1072.695,2104.383,2978.895,683.939,2169.874,212.9408,0.37,N/A,55.96
2006-06-01,143.04,1084.291,2108.444,2980.67,682.298,2154.614,213.1581,0.45,N/A,56.2
2006-06-02,143.86,1086.399,2099.028,3005.068,685.709,2159.647,212.5911,0.49,N/A,56.92
2006-06-05,143.56,1070.587,2078.535,2998.858,684.012,2167.439,213.5271,0.43,N/A,55.32
2006-06-06,142.7,1067.424,2033.486,3001.519,681.481,2156.614,213.3881,0.43,N/A,54.44
2006-06-07,143.07,1059.202,2048.625,2997.083,681.635,2165.919,214.6342,0.4,N/A,53.36
2006-06-08,143.31,1058.78,1994.345,3002.85,685.179,2171.686,215.2978,0.39,N/A,51.76
2006-06-09,143.57,1054.941,2019.454,3004.181,686.001,2176.61,215.0863,0.39,N/A,51.56
2006-06-12,143.21,1042.765,1988.448,3003.294,687.305,2176.939,214.9062,0.31,N/A,50.88
2006-06-13,143.22,1030.614,1953.682,3008.617,690.604,2184.654,214.6225,0.34,N/A,49.28
2006-06-14,142.88,1037.93,1960.246,2990.873,688.601,2186.295,214.1729,0.39,N/A,50.2
2006-06-15,143.06,1060.09,2004.231,2982.001,685.02,2186.787,213.9337,0.48,N/A,52.16
2006-06-16,142.45,1053.609,1983.521,2976.677,685.979,2178.416,213.6481,0.48,N/A,51.8
2006-06-19,142.42,1043.993,2007.896,2973.129,683.921,2177.759,214.8871,0.4,N/A,51.56
2006-06-20,142.43,1047.338,2025.307,2970.467,682.143,2172.014,216.0025,0.5,N/A,51.36
2006-06-21,142.73,1055.072,2030.438,2970.467,681.325,2173.163,216.476,0.62,N/A,52.24
2006-06-22,142.27,1050.264,2040.335,2962.039,678.327,2171.194,216.932,0.55,N/A,52
2006-06-23,142.1,1049.846,2040.335,2956.272,676.767,2168.403,217.7785,0.56,N/A,51.92
2006-06-26,141.83,1053.818,2035.753,2955.828,675.954,2164.3,217.4133,0.59,N/A,52.2
2006-06-27,141.57,1045.038,2014.127,2961.151,676.495,2162.986,217.3762,0.56,N/A,51.2
2006-06-28,141.62,1051.728,2013.211,2954.941,676.089,2162.494,217.8011,0.69,N/A,51.88
2006-06-29,142.76,1072.424,2057.196,2964.257,678.388,2159.704,217.7639,0.85,N/A,54.12
2006-06-30,143.41,1069.915,2098.981,2977.121,677.913,2160.853,218.0302,0.8,N/A,54.68
2006-07-03,143.1,1077.232,2103.929,2974.903,676.896,2151.496,217.8026,0.74,N/A,55.4
2006-07-05,142.24,1070.124,2073.873,2959.821,674.185,2150.019,218.7917,0.69,N/A,53.68
2006-07-06,142.61,1072.633,2098.248,2966.918,675.128,2148.542,218.3655,0.71,N/A,54.24
2006-07-07,143.33,1066.152,2093.849,2977.121,678.504,2152.645,219.2876,0.74,N/A,53.8
2006-07-10,143.23,1067.825,2103.013,2977.565,676.808,2150.84,219.2168,0.64,N/A,54.64
2006-07-11,143.31,1072.215,2071.857,2983.331,679.515,2153.466,218.2225,0.71,N/A,54.72
2006-07-12,142.82,1060.508,2075.156,2983.331,676.865,2160.196,217.8415,0.6,N/A,53.12
2006-07-13,142.12,1043.157,2037.219,2989.098,680.114,2162.822,217.9299,0.48,N/A,51.76
2006-07-14,141.65,1038.767,1998.916,2991.76,683.514,2173.984,217.1157,0.45,N/A,51.28
2006-07-17,141.65,1037.303,1994.334,2989.985,682.831,N/A,220.2111,0.43,N/A,50.8
2006-07-18,141.8,1041.693,1984.071,2977.121,681.875,2177.103,221.5638,0.44,N/A,50.28
2006-07-19,142.94,1055.7,2039.602,2992.647,683.443,2173.163,222.277,0.54,N/A,51.52
2006-07-20,142.75,1048.801,2042.168,2998.858,683.648,2176.775,221.9134,0.51,N/A,50.88
2006-07-21,142.39,1040.857,2007.163,2997.083,685.973,2177.267,222.4597,0.47,N/A,51.08
2006-07-24,143.14,1059.881,2050.781,2997.083,685.492,2172.014,222.4528,0.66,N/A,52
2006-07-25,143.21,1063.225,2048.215,2993.534,685.081,2170.537,223.0677,0.71,N/A,52.44
2006-07-26,143.31,1064.689,2056.646,2999.301,683.848,2172.671,223.3886,0.76,N/A,52.16
2006-07-27,143.54,1063.853,2083.77,2999.301,685.831,2172.343,222.9966,0.63,N/A,52.8
2006-07-28,143.96,1073.887,2100.63,3009.504,687.82,2165.777,222.3017,0.71,N/A,54.32
2006-07-31,143.77,1071.796,2090.734,3010.391,687.958,2166.598,221.841,0.65,N/A,54.12
2006-08-01,143.54,1067.615,2059.761,3010.391,687.201,2166.598,223.6756,0.64,N/A,53.72
2006-08-02,143.86,1073.887,2088.901,3013.94,687.063,2172.014,221.7028,0.68,N/A,54.64
2006-08-03,143.87,1076.396,2077.722,3014.384,684.521,2173.984,223.5233,0.72,N/A,54.36
2006-08-04,144.06,1075.35,2103.563,3025.03,688.834,2172.671,223.7592,0.71,N/A,54.36
2006-08-07,143.71,1072.215,2069.841,3020.15,688.765,2180.057,224.0922,0.56,N/A,53.28
2006-08-08,143.67,1067.615,2077.722,3021.481,689.109,2177.924,223.6258,0.63,N/A,53.56
2006-08-09,143.7,1063.225,2096.049,3020.15,687.249,2175.79,222.5344,0.67,N/A,53.88
2006-08-10,143.62,1066.57,2072.407,3019.707,687.455,2168.239,223.1751,0.72,N/A,54.52
2006-08-11,143.5,1063.853,2068.008,3011.278,684.636,2177.759,223.8978,0.8,N/A,53.76
2006-08-14,143.83,1064.689,2092.567,3004.181,683.062,2171.522,225.2209,0.71,N/A,54.28
2006-08-15,144.54,1076.814,2124.272,3017.489,684.974,2173.492,225.6433,0.84,N/A,55.52
2006-08-16,145,1086.221,2134.902,3029.466,687.303,2178.744,225.9118,0.9,N/A,56.16
2006-08-17,145.07,1087.893,2143.149,3028.135,688.128,2180.714,225.7203,0.82,N/A,56
2006-08-18,145.09,1092.91,2137.101,3033.902,689.229,2176.446,225.4035,0.9,N/A,56.12
2006-08-21,144.86,1088.939,2127.388,3036.12,691.366,2183.833,225.3512,0.86,N/A,55.6
2006-08-22,145.04,1088.729,2137.467,3037.007,695.168,2185.967,225.6575,0.88,N/A,55.8
2006-08-23,144.76,1085.176,2121.34,3035.233,694.195,2184.982,225.8489,0.83,N/A,55.56
2006-08-24,144.71,1083.712,2135.452,3036.12,695.236,2186.131,224.1923,0.86,N/A,55.12
2006-08-25,144.81,1084.967,2134.352,3038.782,696.279,2202.381,224.2279,0.82,N/A,54.96
2006-08-28,145.13,1090.193,2149.563,3036.12,696,2207.141,225.7688,0.77,N/A,54.6
2006-08-29,145.22,1091.238,2147.547,3037.007,693.704,2204.187,226.9193,0.75,N/A,55.04
2006-08-30,145.41,1091.238,2155.428,3041.443,695.854,2209.439,227.2039,0.72,N/A,54.72
2006-08-31,145.52,1091.656,2148.28,3048.096,698.081,2215.513,227.3766,0.67,N/A,54.92
2006-09-01,145.93,1097.51,2156.161,3049.427,699.477,2214.035,228.5176,0.71,N/A,55.44
2006-09-05,145.92,1099.182,2157.077,3040.556,696.262,2208.084,228.886,0.66,N/A,56.16
2006-09-06,145.26,1089.357,2134.352,3036.564,693.547,2209.152,228.7439,0.72,N/A,55.28
2006-09-07,144.9,1083.921,2117.674,3037.895,695.003,2208.371,228.761,0.68,N/A,54.68
2006-09-08,145.18,1086.425,2125.922,3042.774,696.532,2203.597,229.4002,0.71,N/A,54.72
2006-09-11,145.1,1087.362,2126.104,3037.007,695.487,2215.284,229.5728,0.56,N/A,54
2006-09-12,145.65,1098.526,2153.663,3041.886,693.54,2212.815,228.8381,0.64,N/A,54.24
2006-09-13,145.85,1101.842,2163.817,3043.661,695.829,2216.107,228.9931,0.69,N/A,53.64
2006-09-14,145.87,1102.257,2166.18,3037.895,696.246,2214.461,229.4507,0.68,N/A,53.6
2006-09-15,145.91,1104.537,2174.177,3036.12,697.43,2215.778,227.7909,0.65,N/A,53.64
2006-09-18,145.91,1106.195,2172.178,3033.015,693.524,N/A,226.7928,0.66,N/A,53.76
2006-09-19,145.71,1103.086,2152.73,3048.54,696.576,2209.852,228.6066,0.54,N/A,53.2
2006-09-20,146.18,1108.06,2181.266,3048.983,697.342,2216.107,228.0046,0.53,N/A,53.56
2006-09-21,145.8,1102.879,2186.173,3064.951,697.69,2213.802,224.8862,0.44,N/A,53.36
2006-09-22,145.52,1099.355,2152.003,3075.153,702.574,2222.691,226.5882,0.37,N/A,52.88
2006-09-25,145.94,1107.438,2160.364,3082.25,704.471,2222.526,226.0564,0.45,N/A,53.16
2006-09-26,146.5,1116.558,2184.174,3076.927,704.823,2227.793,226.0864,0.49,N/A,53.12
2006-09-27,146.7,1117.387,2192.716,3075.597,703.696,2222.691,226.011,0.52,N/A,53.96
2006-09-28,146.68,1116.973,2192.353,3070.274,702.711,2222.855,226.2962,0.43,N/A,54.32
2006-09-29,146.71,1115.522,2197.442,3067.613,701.586,2219.399,227.3521,0.51,N/A,54.16
2006-10-02,146.71,1111.377,2193.625,3071.605,703.13,2209.852,228.3006,0.41,N/A,54.68
2006-10-03,146.77,1113.657,2191.989,3071.605,700.317,2216.271,228.5184,0.39,N/A,54.52
2006-10-04,147.56,1126.093,2214.164,3082.25,702.768,2215.448,227.5339,0.64,N/A,55
2006-10-05,147.63,1128.165,2224.16,3072.935,701.714,2213.473,226.3821,0.55,N/A,55.44
2006-10-06,147.24,1126.507,2226.341,3054.75,699.82,2217.094,225.4599,0.55,N/A,54.68
2006-10-09,147.24,1126.922,2225.069,N/A,698.98,N/A,224.7417,0.53,N/A,54.28
2006-10-10,147.1,1128.165,2239.791,3044.548,695.764,2214.625,224.0176,0.51,N/A,54.64
2006-10-11,146.47,1126.714,2239.064,3037.007,696.043,2209.523,221.3718,0.49,N/A,54.32
2006-10-12,147.12,1136.456,2253.605,3038.782,696.321,2209.523,221.7242,0.58,N/A,54.64
2006-10-13,146.91,1138.736,2256.877,3033.903,694.58,2204.585,221.8303,0.63,N/A,54.64
2006-10-16,146.37,1140.809,2260.875,3037.895,694.441,2198.33,219.6619,0.64,N/A,55.16
2006-10-17,146.76,1137.285,2233.248,3040.556,696.178,2200.305,221.6681,0.69,N/A,54.72
2006-10-18,147,1137.907,2260.875,3041.886,695.133,2198.33,222.807,0.67,N/A,55.16
2006-10-19,146.79,1139.358,2259.239,3038.338,693.326,2197.836,222.6459,0.9,N/A,55.24
2006-10-20,147.21,1139.98,2266.691,3037.895,693.811,2198.988,224.4543,0.84,N/A,55.2
2006-10-23,146.83,1144.747,2279.96,3030.798,691.522,2194.215,223.8415,0.79,N/A,55.72
2006-10-24,146.9,1148.063,2281.777,3030.354,691.591,2198.165,223.5424,0.85,N/A,55.8
2006-10-25,147.17,1151.794,2288.684,3039.669,690.968,2201.293,223.5435,0.91,N/A,55.96
2006-10-26,147.79,1154.903,2293.955,3050.758,692.212,2208.535,224.0746,0.9,N/A,56.36
2006-10-27,148.01,1148.063,2287.594,3058.742,695.05,2208.7,224.1861,0.91,N/A,55.52
2006-10-30,148.33,1146.82,2286.321,3058.742,696.093,2211.333,225.4342,0.85,N/A,55.36
2006-10-31,149.14,1146.82,2287.775,3072.048,699.573,2214.132,226.4263,0.89,N/A,55.12
2006-11-01,149.47,1138.322,2298.317,3080.919,701.952,2214.132,226.5028,0.82,N/A,54.92
2006-11-02,149.03,1136.871,2272.326,3074.709,699.565,2214.955,226.2844,0.81,N/A,55.04
2006-11-03,149.03,1134.591,2277.052,3050.758,697.886,N/A,226.6744,0.79,N/A,54.88
2006-11-06,148.62,1147.234,2310.131,3052.088,696.351,2206.066,226.834,0.83,N/A,55.2
2006-11-07,149.13,1151.587,2321.4,3061.846,699.624,2206.56,227.1841,0.84,N/A,55.04
2006-11-08,149.18,1153.659,2318.129,3067.169,698.294,2212.321,226.8667,0.89,N/A,54.48
2006-11-09,149.3,1147.441,2317.947,3067.613,699.551,2215.942,227.182,0.89,N/A,53.8
2006-11-10,149.62,1148.063,2317.402,3073.822,701.44,2219.399,227.2954,0.79,N/A,53.72
2006-11-13,149.91,1150.758,2331.76,3070.274,700.107,2224.008,227.9613,0.72,N/A,53.44
2006-11-14,150.27,1158.841,2328.125,3076.927,701.228,2213.638,227.7439,0.76,N/A,54.8
2006-11-15,150.63,1161.95,2344.302,3066.725,699.825,2216.271,227.6707,0.8,N/A,54.6
2006-11-16,150.78,1164.852,2348.846,3058.742,699.685,2215.284,228.3758,0.79,N/A,53.92
2006-11-17,150.62,1164.645,2339.394,3070.717,700.945,2213.802,227.9752,0.78,N/A,53.68
2006-11-20,150.66,1165.059,2351.572,3072.048,702.206,2220.716,227.7696,0.71,N/A,52.44
2006-11-21,150.73,1165.888,2353.935,3075.597,702.206,2221.209,227.0606,0.78,N/A,52.48
2006-11-22,151.55,1167.754,2360.115,3077.814,702.417,2222.032,229.3205,0.71,N/A,53.04
2006-11-24,151.55,1163.194,2336.486,3080.032,704.024,2222.362,N/A,0.52,N/A,52.92
2006-11-27,149.02,1147.027,2295.591,3082.693,702.052,2221.539,228.6822,0.47,N/A,52.68
2006-11-28,149.36,1151.172,2286.685,3088.234,703.878,2224.666,229.4855,0.44,N/A,53.68
2006-11-29,150.5,1162.572,2317.038,3085.243,702.259,2218.576,228.4771,0.55,N/A,54.64
2006-11-30,150.61,1163.194,2297.408,3096.762,704.155,2224.172,229.0166,0.46,N/A,55.2
2006-12-01,150.16,1161.121,2274.507,3105.18,705.915,2230.427,229.5606,0.46,N/A,55.2
2006-12-04,151.39,1169.619,2291.956,3104.294,705.686,2228.123,230.745,0.47,N/A,55.92
2006-12-05,152.06,1174.594,2319.037,3103.408,704.592,2228.781,230.1715,0.48,N/A,56
2006-12-06,152.07,1172.935,2318.674,3094.99,704.416,2226.103,230.8091,0.51,N/A,56.32
2006-12-07,151.9,1167.961,2331.215,3094.99,702.937,2219.337,230.7668,0.46,N/A,56.32
2006-12-08,152.03,1169.047,2337.395,3080.369,701.601,2216.9,231.6935,0.46,N/A,56.12
2006-12-11,152.73,1172.761,2353.217,3086.572,700.057,2223.187,232.8434,0.64,N/A,56.28
2006-12-12,152.94,1171.32,2355.93,3093.661,700.057,2226.826,233.5652,0.63,N/A,56.36
2006-12-13,152.82,1172.553,2370.777,3076.825,699.777,2231.127,233.4192,0.63,N/A,56.04
2006-12-14,152.93,1182.211,2381.943,3072.838,696.558,2229.638,233.6106,0.77,N/A,56.64
2006-12-15,152.75,1182.211,2395.991,3072.395,695.792,2221.863,233.8742,0.64,N/A,56.68
2006-12-18,152.41,1179.334,2395.991,3073.724,693.914,2217.893,234.0317,0.61,N/A,56.24
2006-12-19,152.24,1180.567,2382.844,3072.395,691.624,2224.675,233.8722,0.82,N/A,56.04
2006-12-20,152.79,1179.745,2394.01,3072.395,691.831,2229.142,235.1533,0.66,N/A,56.12
2006-12-21,152.76,1175.224,2388.787,3082.142,690.655,2228.976,235.0513,0.59,N/A,56.32
2006-12-22,152.02,1167.415,2359.611,3067.521,689.757,2231.292,234.6481,0.53,N/A,56.44
2006-12-26,152.02,1174.402,N/A,3070.623,N/A,2233.112,234.7789,0.51,N/A,56.36
2006-12-27,152.13,1181.184,2400.313,3059.103,687.757,2221.863,236.1748,0.64,N/A,56.92
2006-12-28,151.72,1178.512,2400.853,3051.572,686.038,2219.382,236.4147,0.71,N/A,56.92
2006-12-29,151.74,1174.197,2396.171,3048.027,685.694,2217.397,237.7222,0.48,N/A,56.88
2007-01-03,151.74,1171.114,2428.048,3056.002,686.788,N/A,240.6669,0.39,N/A,56.76
2007-01-04,153.32,1173.375,2421.384,3064.863,687.887,2211.11,242.137,0.56,N/A,57.32
2007-01-05,152.52,1164.333,2390.228,3059.546,684.791,2212.268,242.1759,0.43,N/A,56.12
2007-01-08,152.52,1169.265,2395.991,3057.774,685.202,N/A,243.1865,0.37,N/A,56.28
2007-01-09,152.89,1167.621,2396.711,3057.774,683.421,2210.614,244.151,0.54,N/A,56.72
