Monthly Date,SGIXSENT,IND1CUE1,IND1CEE1,IND1BTY,IND1CER1,IND1BJB,IND1BARC,SGXQIN01,EWH UP,EWJ UP
2020/09,376.3909523809524,3028.9706666666666,4165.690952380952,5413.077571428572,1761.4912857142858,2800.436842105263,824.1242619047619,0.4057142857142857,22.31047619047619,58.68095238095238
2020/10,376.06545454545454,3079.3695909090907,4052.977318181818,5388.064590909091,1782.4160454545454,2801.1290454545456,819.2155227272727,0.5304545454545454,22.104545454545455,59.07909090909091
2020/11,379.7415,3200.89325,4167.966399999999,5363.734052631579,1783.66545,2802.1970555555554,829.850965,0.808,23.7025,63.239999999999995
2020/12,382.96181818181816,3335.9579090909087,4324.1675000000005,5361.5150952380955,1784.3069499999997,2802.9535238095236,842.6506,0.6718181818181818,24.17863636363636,66.14454545454545
2021/01,386.58473684210526,3425.767894736842,4451.4039473684215,5332.339684210526,1777.8772105263158,2800.512833333333,848.5805421052631,0.5168421052631579,25.70842105263158,68.6642105263158
2021/02,385.46263157894737,3508.9958421052634,4491.219526315789,5293.289842105263,1742.0701578947367,2791.389411764706,828.8647789473684,0.5789473684210527,26.51684210526316,70.16631578947369
2021/03,384.1252173913043,3537.069043478261,4675.884913043478,5179.5778260869565,1723.8377826086958,2789.4642173913044,845.8240478260869,0.45521739130434785,26.68304347826087,69.00652173913043
2021/04,386.52,3748.699047619048,4911.67075,5178.0984761904765,1715.45365,2794.192,860.5744523809524,0.6214285714285714,27.14428571428571,68.93571428571428
2021/05,385.2275,3775.9093000000003,4924.846157894737,5197.14965,1691.18805,2795.8335882352944,866.1671200000001,0.438,27.386000000000003,67.708
2021/06,390.76363636363635,3843.1680454545453,5030.947636363636,5222.303136363636,1707.968,2802.1572272727276,895.8634772727273,0.725,27.02136363636364,68.56136363636364
2021/07,396.8714285714285,3959.569285714286,5013.744571428571,5283.346952380952,1754.7094761904762,2814.238263157895,905.7368761904761,0.37333333333333335,26.491904761904763,67.63857142857144
2021/08,401.91181818181815,4043.758681818182,5096.696227272727,5296.591363636363,1785.7161363636362,2814.701142857143,926.9196954545455,0.49500000000000005,25.88681818181818,67.85909090909091
2021/09,395.54333333333335,4040.0545714285713,5019.960428571429,5269.221619047619,1743.1318571428571,2805.936894736842,929.3145666666666,0.4680952380952381,24.826666666666668,72.31857142857143
2021/10,387.55333333333334,4055.059523809524,4968.166142857143,5197.5911428571435,1704.074523809524,2798.267095238095,931.0566428571428,0.3780952380952381,24.344285714285714,68.37904761904763
2021/11,392.21809523809526,4246.926904761905,5146.595142857143,5186.2665,1732.9206666666669,2804.611052631579,936.1485047619049,0.2995238095238095,24.332857142857144,69.26523809523809
2021/12,394.7722727272727,4257.482681818182,5033.290714285714,5213.876409090909,1751.8724285714284,2810.634142857143,966.4972181818182,0.475,23.352272727272727,67.41727272727273
